"Short Code","Original URL",Clicks,Company,User,"Created At"
http://127.0.0.1:8000/nzlDOS,http://127.0.0.1:8000/dashboard,0,sembark,Ballu,"12 Oct, 25"
http://127.0.0.1:8000/ouyzND,https://drive.google.com/file/d/1ani2g0Jknw3AtqKfU6LP75lRC-7JFCVk/view,0,sembark,Ballu,"13 Oct, 25"
http://127.0.0.1:8000/liXzjn,https://www.youtube.com/watch?v=0BGoLgcz8zI&list=RDR2m3FN_UEUk&index=3,0,sembark,"Admin User","15 Oct, 25"
http://127.0.0.1:8000/tbCbDM,http://127.0.0.1:8000/dashboard,0,sembark,Ballu,"14 Oct, 25"
http://127.0.0.1:8000/NXeyzG,http://127.0.0.1:8000/dashboard,0,"Param Soft","Param Soft","12 Oct, 25"
http://127.0.0.1:8000/paTY8V,http://127.0.0.1:8000/dashboard,0,"Param Soft",Padmin,"12 Oct, 25"
